index	par_id	category	region	text	label	subgroup
2350	@@14299094	homeless	ng	"All these services were primed towards , in Mother Teresa 's own words , "" the hungry , the naked , the homeless , the crippled , the blind , the lepers , all those people who feel unwanted , unloved , uncared for throughout society , people that have become a burden to the society and are shunned by everyone . """	4	homelessness
2351	@@23798722	homeless	gh	"She remembers how hard being homeless hit her . She remembers , too , how she would try and act as mad as possible to intimidate people and stop them from coming close to her . She would turn as she walked and make loud noises so that people would leave her alone . How did she manage not to lose sight of her future while she was struggling for survival ? "" I handled my situation of being homeless pretty easily , "" she says with a bit of distance . "" I had football to focus on . I wanted to represent my country and I was n't going to let anything get in the way . """	3	homelessness
2360	@@1872695	homeless	tz	In an effort to reduce the various constraints facing Kilosa residents , at least 400 temporary tents have been constructed to accommodate homeless flood victims .	0	homelessness
2369	@@19456405	in-need	hk	""" I believe that medicine is very important to society - as a doctor , I may not always be able to save lives , but I can definitely help those who are sick and in need , "" he said ."	1	homelessness
2376	@@22711351	in-need	pk	""" No country is in need of a peaceful Afghanistan other than Pakistan . The geography restricts us , "" Imran concluded ."	0	homelessness
2382	@@10133269	homeless	bd	Thousands of people made homeless in an eviction drive in Kalyanpur slum on Thursday are occupying the open spaces around the shanty town that they called home , after bulldozers razed their dwellings to the ground .	3	homelessness
2384	@@7600715	in-need	sg	""" He liked to help people so I thought this could be the last time he 'd be able to help someone in need , "" said Ms Lim ."	1	homelessness
2388	@@9437065	homeless	tz	Fashions good and bad such as in trousers tied so low backsides showing . Or dresses and skirts cut so high if a girl reaches out to pick up something from a shelf or cupboard her undies are exposed for the world to see . Lavish lifestyles for the rich and famous in which they spend millions of dollars in attire , luxury vehicles on land and sea , et cetera while fellow Americans wallow in misery , jobless , hungry and homeless .	4	homelessness
2389	@@20679315	homeless	lk	""" I was homeless and you gave me a home """	0	homelessness
2392	@@3840334	in-need	us	An explanation by means of an infinite regress of contingent beings is itself in need of an explanation by a necessary being .	0	homelessness
2393	@@374334	homeless	in	So far 35 people have been confirmed dead from Tuesday 's quake and some 16,000 left homeless , according to the national disaster agency .	0	homelessness
2397	@@1950321	homeless	tz	Downpour destroys 40 houses in Zanzibar , 13 families homeless	0	homelessness
2400	@@16623253	in-need	ca	Canoes and paddles ? Northern First Nations youth contemplating suicide or southern First Nations youth dodging gangs in inner-city Regina or Saskatoon are most in need of a place to put their paddles ? Beyond being incredibly condescending to chiefs and First Nations people in general , how is this even an answer ?	0	homelessness
2401	@@24735779	homeless	ng	Police officer patrol outside Windsor Castle ahead of the wedding ceremony of Prince Harry and Meghan Markle at St. George 's Chapel in Windsor , near London , England , Saturday , May 19 , 2018 . The charity aims to help homeless people start small businesses or gain employment and they have a t-shirt signed by homeless people which they are hoping to give to the royal couple . ( AP Photo/Matt Dunham )	0	homelessness
2405	@@1415929	in-need	us	We think it 's lovely that so many have come forward to help out a family clearly in need !	3	homelessness
2410	@@23613801	homeless	pk	"On his website , Problems of Perception , Swan talks about how he used to work for one of the biggest corporations in the world until he realised he was not helping humanity . Poverty in America was what struck him . "" I travelled extensively and though I love America very much , I was shocked and changed by the poverty I saw there , "" he says . "" I started going out onto the streets in the evenings and weekends to try and help the homeless , and this eventually lead me to the places and experiences that have completely transformed my life since . """	1	homelessness
2415	@@1850912	homeless	tz	They said in the past two days the homeless residents were braving rains and cold without shelter . They therefore urged the government and other stakeholders to come forward and offer moral and material support to the victims .	1	homelessness
2417	@@17361342	homeless	hk	The NGO is adamant that street sleepers do not wish to be homeless , and has called on the government to take their realities seriously .	0	homelessness
2427	@@10161495	homeless	hk	Government authorities have come under fire for undertaking cleaning work in a pedestrian subway and depriving shelter to homeless people during the chilly weather . Netizens lambasted the Highways Department after a photo showed two uniformed ...	0	homelessness
2429	@@20504665	in-need	ie	He took over directing at the Memorial at Stratford at a time when it was most in need of a new broom .	0	homelessness
2432	@@7741215	in-need	my	I am disturbed that countries are shutting out refugees in need of help . I believe that the only natural expectation is for them to open up their borders to migrants , especially refugees from all the troubled countries -- with due process , of course .	0	homelessness
2437	@@25567226	in-need	hk	A second T-Home project is being launched in the third quarter . That one will allow property owners of subsidized housing with unpaid premiums to sublet flats to families in need .	0	homelessness
2445	@@22465985	homeless	ke	Over 3,000 persons left homeless after their houses burnt	0	homelessness
2449	@@16329255	in-need	ph	"Regardless of your situation , being generous is a good idea . Why ? "" The generous will prosper ; those who refresh others will themselves be refreshed . "" Proverbs 11:25 , NLT . "" And I have been a constant example of how you can help those in need by working hard . You should remember the words of the Lord Jesus : ' It is more blessed to give than to receive . ' "" Acts 20:35 , NLT"	4	homelessness
2455	@@3361705	in-need	au	After being a teacher for more than 20 years , Barbara Stephenson decided she was in need of a change and Gecko Grove Fine Foods was born .	0	homelessness
2458	@@10067468	in-need	my	""" The establishment of the AIIB is a complementary financial institution to services provided by World Bank and the Asian Development Bank , "" Mr. Hun Sen said at the time . "" I think the AIIB is not in competition to other powers but was created to respond to countries in need of capital for development , "" he said ."	0	homelessness
2462	@@21968039	homeless	hk	Pro-Beijing lawmaker Kwok Wai-keung has faced backlash from netizens after boasting of the government 's clearance of homeless people .	0	homelessness
2468	@@2792689	homeless	ph	Kato , on the other hand , is being hunted for the attacks in the villages of North Cotabato and Lanao del Norte in 2008 that left over 40 dead and thousands homeless .	0	homelessness
2485	@@23386836	in-need	hk	"In addition , Chan revealed that "" care and sharing "" will be a main theme of the coming budget plan , that is , assisting social groups in need to achieve the goal of supporting the disadvantaged and helping the children to make the society more harmonious ."	3	homelessness
2493	@@18501092	homeless	za	JOBURG -- The Salvation Army requests donations in order to help the poor and the homeless this winter .	0	homelessness
2503	@@7381749	in-need	ie	""" Europe needs Great Britain and Great Britain needs Europe , "" Dr Merkel said in Hamburg . The EU 's "" ability to compromise "" will be needed by all to resolve the package of changes Britain is seeking , she said . """	0	homelessness
2504	@@15966962	in-need	ca	""" We are finding that individual protein needs vary depending on dietary restrictions , health concerns and living conditions , "" McMurray said . "" Ideally we would like to give fresh and frozen meats to everyone who comes through our door , but the reality is some people do not have the refrigeration and cooking facilities to store and prepare these items . """	0	homelessness
2509	@@1666430	homeless	us	"2015 donation drives , feed the hungry , and volunteer opportunities around Capitol Hill With a "" state of emergency "" boosting spending around 17% , Seattle is poised to spend $47 million in 2016 on its homeless and low income programs and services . Of ... Continue reading ?"	4	homelessness
2515	@@22499951	homeless	gh	""" We have played our part to respond to the emergency , and it is time to release the affected victims , "" said Father George Crisafulli , Country Director for Don Bosco Fambul , an orphanage turned halfway house for homeless Sierra Leoneans ."	3	homelessness
2518	@@1958065	homeless	tz	Millions have been rendered homeless , displaced and became refugees in various European countries . Countries like Syria , Libya , Iraq , Yemen , Afghanistan and many more were under fire ; these are places where peace has completely disappeared and no hope to restore it soon .	1	homelessness
2520	@@8214403	homeless	ph	Dole , France -- French baker Michel Flamant , who owes his life to the homeless man who begged for handouts outside his bakery , knows more than anyone that man does not live by bread alone .	2	homelessness
2531	@@15592443	homeless	ng	Boko Haram , which is seeking to impose strict Islamic sharia law in neighbouring Nigeria 's mainly-Muslim north , has killed at least 20,000 people in the region and left more than 2.6 million homeless in its six-year insurgency .	0	homelessness
2532	@@13886014	homeless	ph	Renowned chef feeds Rio 's homeless with excess Olympic food	4	homelessness
2536	@@4692710	in-need	jm	He explained that the issues were confined to insufficient test and answer papers , but noted that these were quickly rectified . He said that provision was made for students in need of special assistance .	0	homelessness
2537	@@7156755	homeless	in	I was also homeless for about a month because of Hurricane Sandy , and was forced to spend days in a relief camp . The experience groomed me more as a person than a development professional . We can be comfortable and cozy as actors and the episode sensitised me about so many things I would otherwise take for granted .	0	homelessness
2558	@@4059418	homeless	in	The trial court had ordered the Britishers to pay a compensation of 20,000 UK pounds each while also imposing a fine of Rs 15,000 on William D'souza , the Indian manager at the shelters-for-homeless run by the convicts at three places in Mumbai .	0	homelessness
2561	@@25048817	homeless	ie	The rate has slowed since then , with 1,121 families homeless in December 2017 . Dublin has about 77% of all homeless families in Ireland and has by far the most funding .	0	homelessness
2568	@@1991813	homeless	us	It 's common knowledge that San Francisco has a serious homelessness problem . Estimates of the size of the city 's streetbound population vary between 6,000 and 10,000 , depending on the source . But that population , largely confined to a few nonresidential downtown neighborhoods , can too easily become invisible to most residents .	1	homelessness
2581	@@1857981	in-need	tz	The ten wheelchairs were sought for children identified by the host , Salvation Army to enable them to become mobile , the convener noted . Baps Charity would go anywhere to donate provided there are found people in need of the donations without any discrimination relating to religion , colour , origins or tribe , he stated .	3	homelessness
2583	@@17361342	homeless	hk	In February , the Social Welfare Department told the Legislative Council that homeless shelters in the city provided spaces for a total of 630 people .	0	homelessness
2593	@@4564061	in-need	jm	Tourism Minister Dr Wykeham McNeill agreed that the facility is in need of upgrading , even as he argued that both administrations have made attempts to divest it .	0	homelessness
2596	@@25278128	homeless	hk	Ng said that the number of registered homeless people had risen from 746 in 2013-14 to 1,127 in 2017-18 . However , over the same five-year period , accommodation spaces subsidised by the government have only increased from 202 to 222 .	0	homelessness
2598	@@656896	in-need	ie	"She explained : "" A lot of the time I 'm just tired . I do n't have to go through a labyrinthine explanation , there does n't have to be that much backstory . I can just be in need of a nap . """	0	homelessness
2601	@@21367593	homeless	jm	- Develop the same urgency that drives Government 's private-/public-sector partnerships in toll roads with regard to homelessness .	0	homelessness
2617	@@18410656	homeless	my	The homeless do not have access to a fridge , neither do they have a microwave which they can use to heat up the food .	1	homelessness
2618	@@547501	homeless	lk	On Wednesday 18th September the group held its first event , which was a charity drive to feed those who are homeless around Central-London .	0	homelessness
2627	@@176862	in-need	ph	Juico pointed out that savings would result in higher allocations for all three funds . Prize money will increase , operations will be more cost-effective and charity activities will expand to reach more people in need , she said .	0	homelessness
2635	@@25089197	in-need	pk	Islamabad : Children hospital at Pakistan Institute of Medical Sciences ( PIMS ) is providing treatment facilities to as many as 3,000 thalassemia patients on regular basis while on average , 80 to 100 thalassaemia patients visit the hospital in need of blood , plasma or platelets transfusions .	0	homelessness
2644	@@20963151	in-need	hk	""" So he tried to fight for a better delivery hours , and eventually it was moved forward to between 11am to noon , "" Yau added . "" He 's still fighting for those in need in prison , whilst we are still free outside . We should not give up either , "" she said ."	1	homelessness
2648	@@19295587	in-need	gh	Last year , more than four million people were in need of food aid in the southern African state after rains failed .	0	homelessness
2650	@@16101010	in-need	au	Role : The Game ( A festival-wide contest of silliness and creativity ) is in need of a villain and in my generosity and my humbleness I have stepped up to become the Evilord .	0	homelessness
2652	@@1826318	homeless	tz	It is the second time that the island has had to seek refuge for homeless families to ease the resource pressure from the densely populated district . Back in the 1970s , families were moved to Sengerema district in Mwanza and others to Morogoro .	0	homelessness
2654	@@9355185	homeless	pk	"Aside from the handful of supermen , practically every wannabe Muslim terrorist in the USA since 9/11 has been a total dufus . As Trevor Aaronson writes in The Terror Factory , almost all of the "" Islamic terror plots "" in the US since 9/11 have actually been FBI terror plots sold to some hapless patsy -- a homeless street person , a retarded teenager -- by a professional con artist ."	0	homelessness
2661	@@23132607	in-need	ke	One consequence is that it keeps us permanently in need of ruinously expensive skills from Western Europe and North America .	0	homelessness
2666	@@16889556	in-need	jm	Lilly-Hue : His ability to make sure our family is never in need -- his sacrificial self .	0	homelessness
2669	@@4573213	homeless	jm	Ebenezer - a home for the homeless	0	homelessness
2671	@@1877731	in-need	gh	The worldwide total of 51.2 million forcibly displaced represents a huge number of people in need of help , with implications both for foreign aid budgets in the world 's donor nations and the absorption and hosting capacities of countries on the front lines of refugee crises .	0	homelessness
2675	@@3608006	homeless	gb	Yet as homelessness rises , funding for support is being cut . Overall , homelessness services reported a 17 per cent reduction in funding in 2013 , with the proportion targeted at women falling from just 12 per cent to 8 per cent in the last two years , according to Homeless Link . It is concerning , to say the least , considering women make up a quarter of people using homelessness services .	0	homelessness
2684	@@17492413	homeless	au	It was established in 1987 to care for vulnerable people in the Kings Cross area . At first it offered its services to sex workers , then young people , then homeless and injecting drug users .	0	homelessness
2687	@@667440	homeless	us	And there may be some help on the way . The Interagency Council on Homelessness has set a target date of 2020 for ending homelessness among America 's families .	0	homelessness
2691	@@1511470	homeless	us	"The report projects that the percentage of children living in families with an "" insecure "" source of food has risen from about 17% in 2007 to nearly 18% in 2010 , an increase of 750,000 children . Up to 500,000 children may be homeless this year , living either in shelters or places not meant for habitation ."	0	homelessness
2693	@@9761412	in-need	gb	"Ms Titzell wrote : "" Last I checked benefits are there to support those in need , not for plastic surgery procedures ."	0	homelessness
2710	@@4535096	homeless	pk	These poverty-stricken masses otherwise had little say in the political bargaining that took place in the corridors of power . It was there that the post-Independence power structures were shaped that determined the future of India and Pakistan . Yet the people were the ones who paid the price by suffering the pain of massacres , displacement , destruction of property and homelessness that accompanied Partition .	4	homelessness
2711	@@22041240	in-need	bd	Financial , academic help opportunities available to students in need of assistance .	0	homelessness
2715	@@15073521	homeless	gb	Speaking to the Cambrian News this week , Melanie , who studies law and French at Cardiff University , said she also wants raise awareness of the plight of the nearly 300 young homeless people living on the streets of Wales .	1	homelessness
2716	@@13687825	in-need	ng	Jimi is loved by Lagosians ; only Jimi can give the National PDP a new lease of life , PDP as a political party is in need of a man without political , sociological and character baggage . PDP needsJimi Agbaje as national chairman .	0	homelessness
2717	@@19228585	in-need	ke	The Central Market of Thessaloniki ( CMT ) is working on the launch of a project with Bulgarian organizations , which is meant to reduce the waste of fruits and vegetables . The goal of the project is to collect fresh produce that is unfit for commerce but is still perfectly fine for consumption . These volumes of produce are then redistributed to initiatives for the support of people in need , such as food banks . The project still has to be approved by the European Commission .	2	homelessness
2718	@@15977685	in-need	jm	He said some areas in Knapdale and in Mt Edgecombe are in need of urgent attention because people could not drive to and from these areas .	0	homelessness
2723	@@4093910	in-need	gb	And becoming a surrogate has become a viable option for many U.S. women , particularly military wives who use it as a supplement to income and as a way of helping out those in need .	0	homelessness
2730	@@14855279	in-need	gb	For those in need of some costume inspiration , we 've been combing social social media to find a few Halloween costumes that will be all the rage this All Hallow 's Eve . <h> Film and TV characters	0	homelessness
2731	@@24469532	homeless	ke	Hundreds of people have been left homeless in Mandera after River Daawa burst its banks . The hardest hit places are Takaba and Elwak subcounties .	0	homelessness
2738	@@30093907	homeless	za	Community leader Thami Bhongoza said the number of homeless residents in the area had been increasing since 2003 , as the Western Cape Department of Human Settlements built houses in Wallacedene .	0	homelessness
2743	@@20276368	homeless	nz	When she started four years ago , she was feeding on average five homeless people a night . Now , she sees up to 35 .	0	homelessness
2751	@@26030284	in-need	gh	Both KCCA and Township Rollers will go to the game badly in need of a win after picking just three points apiece from their opening four matches . None of the sides has won an away game in the competition .	0	homelessness
2756	@@2466504	homeless	au	CREATING a register of the permanently homeless in Byron Bay will be debated by Byron Shire Council at its next meeting .	0	homelessness
2766	@@1728204	in-need	in	Director Mysskin needs no introduction . In his short career in Kollywood , he has proved to be an astute film-maker . With two films to his credit , Mysskin weaved practicality with imagination to wow the audience . An avid book reader , he ensures that the movie he makes is hard-hitting and makes an impact on the viewer . We would see a few interesting facts about Mysskin in this week 's trivia .	0	homelessness
2768	@@19251810	homeless	ng	"Okoye who said that the applicant had been rendered homeless unjustly while his children were killed by soldiers , told the court , "" On the whole , we urged my lordship to grant all the reliefs sought and for the court to take judicial notice of the fact that the third respondent ( DSS ) is still in contempt in releasing the applicant and his wife , thereby giving approval to what the first and second respondent did . """	0	homelessness
2774	@@9338031	homeless	sg	If there ever was a rags-to-riches story for cats , Pitzusch 's transformation from homelessness to opulence would be it .	0	homelessness
2780	@@19004825	homeless	jm	"At such times , the principle of Christ would warm the hearts of the brothers and sisters . "" When I was hungry , you feed me ; when I was thirsty you gave me to drink , when I was naked , you clothed me , when I was sick and homeless you took me in . "" Welcome into my kingdom ! <h> The distorted body was taken to a funeral home"	4	homelessness
2783	@@40030779	homeless	sg	Mangkhut has gathered strength since it struck the US Pacific territories of Guam and the Northern Mariana islands overnight on Monday , tearing down trees and power lines and leaving hundreds of people homeless .	0	homelessness
2791	@@2025519	homeless	gb	' I will continue to do what is in my heart ' : The generous 33-year-old not only donates 10 per cent of her monthly eBay auction profits but the same amount of every endorsement deal - seen here volunteering with the homeless on Thanksgiving 2011	0	homelessness
2794	@@20428387	homeless	ie	Homelessness and children 's charities have expressed despair after the number of homeless people jumped 25pc over the past year to hit an all-time high .	1	homelessness
2797	@@2781974	in-need	us	Kenya is leading the world in mobile money , with more than 18.2 million active Kenyan customers relying on the M-Pesa mobile payments platform . In fact , users of Kenya 's M-Pesa now send money totaling 20 percent of the country 's GDP to each other each year via text message . Kenya serves as a shining example of the incredible impact mobile payments can have on individuals , communities and economies at large . While we may think that the U.S. is leaps ahead of a developing country like Kenya when it comes to mobile payments , the truth is , the majority of money transfers in the U.S. -- upward of 80 percent , according to some estimates -- are taking place domestically . The U.S. is in need of an effective P2P transfer system just as much as Kenya was before M-Pesa .	0	homelessness
2798	@@4570452	homeless	jm	Poverty has caused thousands of Jamaicans to be living on the streets . They rely on the mercy of passers-by for ' bread ' , while the hard sidewalk they make their bed . It is estimated that more than 100,000 homeless persons live on the streets in Jamaica .	3	homelessness
2801	@@1913312	in-need	tz	""" As pedestals in general are strong machinery , we have no doubt about the stronghold of the units , "" adds Borovsky . "" One of the main needs we address with this acquisition is having real post-sales support and close contact with the factory . For us , staying in close touch with the vendor is an invaluable benefit "" ."	0	homelessness
2802	@@16107480	in-need	au	"The "" Trotty Special "" is composed of Tanqueray , grapefruit and fresh lime juice . It 's a mix often doled out at The Wheatsheaf Hotel -- aka The Wheaty , in Thebarton , Adelaide -- to a patron in need of a beverage that might be capable of righting the wrongs of the night before ."	0	homelessness
2805	@@16589835	homeless	us	The homeless shelter was initially expected to open in January , but due to the renovations needed , Putman said he hopes to have it open by the summer .	0	homelessness
2808	@@13714441	in-need	bd	Diego runs an animal rescue center in the rainforest . Diego goes to rescue these animals whenever he hears them cry , and Alicia takes Diego and baby jaguar to the animals in need .	0	homelessness
2810	@@24883791	in-need	ke	""" I am appealing for patience from Nairobi residents as we strive to fix the dilapidated roads in Nairobi even as we wait for the financial year in order to cover all areas that are in need of our attention , "" said Sonko ."	0	homelessness
2813	@@24904741	in-need	sg	Over the next three weeks , the truck will stop by said schools to recruit more volunteers - who will , in turn , reach out to households in need located in heartland neighbourhoods such as Bukit Panjang , Bedok North and MacPherson .	0	homelessness
2818	@@15084046	in-need	au	"He declined to say what the Nationals ' main needs are , noting , "" We have a very versatile roster . """	0	homelessness
2825	@@3578121	in-need	ph	In an interview , Pring , member of the Batang City Jail , said he was under the influence of alcohol and was badly in need of money .	0	homelessness
2835	@@25086160	homeless	us	""" If we do not stop this problem now , we are going to have future homeless , "" said Asa Adams , a longtime local activist. ? "" We fought this fight 50 years ago and we 're still fighting it today . Something is mighty , mighty wrong . """	0	homelessness
2836	@@665936	in-need	hk	As a result , Asifma outlines several areas in need of improvement , with regional harmonisation principal among them .	0	homelessness
2841	@@21872086	in-need	pk	He recalled the sacrifices of Pakhtuns and urged the federal government to compensate the people as thousands of displaced families were still out of their homes and in need of basic facilities .	0	homelessness
2847	@@3578263	homeless	ph	""" The volunteers were throwing food and clothes at the migrants , and they would n't give me a stinking sandwich . Why are they so generous with them and not with me ? "" said Korneliusz Lecz , a former chemical engineer who is homeless . As he sat near Keleti station , he blamed the refugees for an ailment in his left eye , saying they had brought "" contagious diseases . """	1	homelessness
2854	@@2224685	homeless	ie	"Sam McGuinness of the Dublin Simon Community warned : "" Tens of thousands of us are just one pay cheque , one social welfare payment , one family problem , one health diagnosis , one mortgage repayment away from becoming homeless . """	0	homelessness
2857	@@24488655	in-need	sg	""" Her Majesty the Queen 's Commonwealth Points of Light recognises Dr Madhusudhan as a role model of volunteerism . In providing medical care to those in need , and giving so selflessly of himself , he is inspiring others and promoting volunteerism . I commend Dr Madhusudhan 's commitment to improve the lives of those less fortunate in society . Examples such as his very much reflect our Commonwealth values and principles , "" said Vicki Treadell , UK High Commissioner in Malaysia , while handing Dr Madhu his award . <h> Dr Madhusudhan 's story"	4	homelessness
2861	@@14078305	in-need	nz	"The attraction between Mo and Kate stewed like a slow-cooked casserole , quietly and in need of extra seasoning . Kate kissed Mo , but Mo was all "" my wife 's in prison , my girlfriend was a murderer , I need some me time , wah , wah , wah . """	0	homelessness
2865	@@4512084	in-need	jm	Environment <h> ' Jamaica 's wetlands in need of care '	0	homelessness
2868	@@20370597	in-need	my	"Azrul also hoped that with access to the drug , the Health Ministry would be in a better position to work together with non-governmental organisations , patient groups and the pharmaceutical sector towards achieving its goal of ensuring that those in need of Hepatitis C treatment "" can get it and afford to do so "" ."	0	homelessness
2871	@@4831420	in-need	ca	NDP foreign affairs critic Paul Dewar accused the government of breaking from the international community as well as Canada 's own tradition of accepting those most in need of protection , no matter their backgrounds .	3	homelessness
2872	@@18801921	homeless	ca	"Ms. Archibald "" had room in her heart for everyone and believed strongly that every person was to be valued and respected , "" the family said , noting she worked at a homeless shelter prior to moving overseas . "" She would have had no understanding of the callous cruelty that caused her death . """	4	homelessness
2875	@@2040030	in-need	us	"In tonight 's "" What Would You Do ? "" episode , two of our actors portray little entrepreneurs who have a hot cocoa stand in Dearborn Market in Holmdel , N. J. Their sign says that the proceeds will go to children in need , but instead it 's going into the pockets of these little swindlers . If you want to help real children in need , take a look at our list of suggested charities ."	1	homelessness
2882	@@4436949	in-need	za	"This aspect of the Constitution has required the Court on several occasions to assess policy adopted by the government . In the seminal early case , Government of the RSA and Others v Grootboom and Others , 49 the Court held that the government 's housing policy was in breach of the obligations imposed upon government by section 26 of the Constitution in that it failed to "" provide for any form of relief to those desperately in need of access to housing "" 50 and ordered the government to to amend its program "" to provide relief for people who have no access to land , no roof over their heads , and who are living in intolerable conditions or crisis situations . "" 51"	3	homelessness
2889	@@40070720	homeless	ng	Police in Los Angeles say they suspect Escobar used a baseball bat to batter three homeless men as they slept on downtown streets on Sept. 16 . Two died .	0	homelessness
2905	@@24130188	homeless	za	A family was left homeless with no belongings when their home on Duvenage Avenue , Edleen burnt down on Sunday at around midnight .	0	homelessness
2913	@@13566102	homeless	au	""" It 's amazing , the people are quite overwhelmed , "" she said . Ms Bignall said recipients ranged from the elderly , to the homeless , to families struggling after the loss of a job or a death in the family ."	1	homelessness
2919	@@1871154	in-need	tz	They could do so by supporting the construction of schools , health facilities and other social amenities for use by their neighbours . That would be an excellent way of complementing the government 's efforts in uplifting the welfare of our people , most of whom live below the poverty line and are badly in need of assistance aimed at adding meaning to their lives .	4	homelessness
2922	@@4624166	in-need	pk	Ugandan shilling driven lower by banks in need of dollars	0	homelessness
2925	@@25119420	homeless	ke	""" In North Korea , art can only be beautiful . The homeless do not exist and everyone is chubby as they are well-fed . """	0	homelessness
2927	@@50021762	in-need	au	""" Is Steve Hocking feeling so insecure and so in need of attention that he has to make these incredibly dramatic changes that bear no resemblance to the game we know ?"	0	homelessness
2930	@@25586541	homeless	ke	The indemnity agreement stated that the dam owner did not have any legal obligation to make any settlement in connection with the tragedy that killed 48 people and left hundreds homeless .	0	homelessness
2934	@@4606742	in-need	jm	The combination of being molested by adult males or being neglected by parents and deemed in need of care and protection before ending up in a maximum security facility and being sentenced to remain in State care until adulthood , leaves many juveniles in government care depressed and often sends them down the road to suicide .	1	homelessness
2938	@@23947598	in-need	ke	""" Patients are desperately in need of this treatment since the available options are highly limited and the supply side of it can not meet the demand ."	0	homelessness
2941	@@21367593	homeless	jm	- Audit/upgrade PRD and BOS to handle the anticipated explosion of homelessness .	0	homelessness
2945	@@25801374	in-need	bd	Like previous years , NSUSSC is collaborating with Quantum Foundation to help people in need of blood . Doctors and experts from Quantum Foundation will oversee the drive .	0	homelessness
2950	@@19803747	in-need	jm	Delores , St Andrew - physically challenged and in need of a bed and a refrigerator .	1	homelessness
2956	@@8731077	in-need	ke	Over the past five years , the company has donated approximately 60,000 pounds of fresh produce for weekly outreach programs and via larger holiday events and Veteran ? s programs that have impacted tens of thousands of New Yorkers in need . Through Easter Seals of New York , Bloom Fresh delivers fresh fruits and vegetables each week to the Bronx Child Development Center to not only provide more healthy nutrients to children during lunch , but also for the children to take home to their families .	2	homelessness
2961	@@23952072	in-need	ca	A massive fire broke out on Saturday and engulfed storage facilities belonging to the World Food Program in the Yemeni Red Sea port city of Hodeida , damaging humanitarian aid inside , Yemen 's official news agency said . <h> Civil war has pushed country to the brink of famine , with 22.2 million people in need of assistance	0	homelessness
2966	@@3274631	in-need	gb	It is absolutely critical that the millions of dollars committed to relief efforts in Nepal reach those who need it most and are not diverted or misused by those in power . Even though corruption is a risk , it is never a reason to turn away from people in need after a disaster has hit their country .	1	homelessness
2967	@@15347715	homeless	bd	Shakil 's realisation came just after the Union Parishad polls . The Santhals , who are now homeless and living under the open sky , claim that they had voted for him in that election .	1	homelessness
2969	@@2656331	in-need	lk	The same Mahinda , who then clashed with a Governor to safeguard the people 's mandate , now appears for a Governor to our dismay . Wijetunga committed a folly through his attempt to cling to power in the Southern Provincial Council ignoring the people 's mandate . It was the South and this is the North . The North is not like the South . The entire world is looking at the happenings in the North . LTTE-led Tamil Diaspora is in need of taking Wigneswaran out . They have been planning to hold Gandhian style hartals in the Northern Province since then . When the Army is deployed to suppress these hartals , there will be clashes . If Tamil people are killed in these clashes , the international community can rationalize their engagement in safeguarding the Tamil people .	0	homelessness
2970	@@1283693	in-need	au	Drive a Subaru AWD back to back with one of the other ' awd ' ' suv 's ' on a particularly wet road and you will feel the difference the constant AWD makes . As for tyre wear , that 's where keeping the pressures where they should be and cross rotation of the tyres comes into play . Tyre wear can be a problem for ANY vehicle be it FWD , RWD or AWD if the nut behind the wheel and those servicing it do n't bother to check the pressures or rotate the tyres . Many a Falcon and Commodore have rear left tyres past the use by date , and many a ' part time AWD ' SUV has front tyres in need of replacement .	0	homelessness
2971	@@21026216	homeless	ie	But while the Republic lurches from one set of record homelessness figures to another , the minority Government took a hammering from opponents who accused ministers of repeating commitments on social housing .	0	homelessness
2976	@@21968039	homeless	hk	"Kwok also said that they will urge the government to follow up on the "" problem "" of homeless people and ramp up manpower and support , adding that the next step is to address the root cause of the lack of housing ."	1	homelessness
2982	@@10152158	in-need	lk	They expressed their heartfelt gratitude to the Sri Lanka Navy and the Indian Navy for their magnanimous gesture , which had brought a great deal of relief to their village on a day designated as a Buddhist religious holiday dedicated to meritorious acts which include helping those in need of medical assistance .	0	homelessness
2990	@@22595185	homeless	sg	TORONTO/MONTREAL ( Reuters ) - The city of Toronto on Friday scrambled to find emergency shelter space for the homeless as temperatures plunged to record lows , while tens of thousands of people remained in the dark in Eastern Canada because of extreme weather .	0	homelessness
2991	@@40020425	in-need	my	""" Malaysia continues to lose talents in these areas . But it 's not just Malaysia , in fact , it is across Asia Pacific . We are losing talents to markets like the US and yet we are in need of these talents . So there continues to be a mismatch , "" says Feon ."	0	homelessness
3005	@@26092870	in-need	gh	Akwaaba Zorg Inc. offers specialized care , coordination of care including intensive ambulatory support and specialized pedagogical support to those in need , children with special needs and their parents as well as the vulnerable in the Dutch society .	0	homelessness
3012	@@15835936	homeless	za	""" Disaster risk management will determine how those that were left homeless may be helped . """	0	homelessness
3019	@@3301526	in-need	ie	It also engaged in 11,550 text conversations and responded to a total of 480,000 contacts from children in need of help support and advice .	0	homelessness
3025	@@7658202	in-need	us	From a spiritual perspective , fasting is a time for the believer to rely on God , to give thanks and to think of others who are in need .	4	homelessness
3027	@@24222735	homeless	nz	8 . Exploitation by mobile shop trucks , like homelessness , is a problem of poverty . Workers need to be paid a Living Wage and benefits need to be raised to liveable levels to ensure families have enough money to pay for the basics -- and a little more so they can participate fully in society .	1	homelessness
3030	@@8874870	homeless	lk	You do n't need to argue about the security of former President see what 's happening today as most of the people are suffering from floods and are homeless and their belongings are destroyed and help those people who in need of this hour you bloody fool minister .	3	homelessness
